|wrapperType|kind|artistId|collectionId|trackId|artistName|collectionName|trackName|collectionCensoredName|trackCensoredName|artistViewUrl|collectionViewUrl|trackViewUrl|previewUrl|artworkUrl30|artworkUrl60|artworkUrl100|collectionPrice|trackPrice|releaseDate|collectionExplicitness|trackExplicitness|discCount|discNumber|trackCount|trackNumber|trackTimeMillis|country|currency|primaryGenreName|isStreamable|collectionArtistName|collectionArtistId
33|track|song|7420827|1440772612|1440772889|Ludovico Einaudi|In a Time Lapse|Ronald's Dream|In a Time Lapse|Ronald's Dream|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/ronalds-dream/1440772612?i=1440772889&uo=4|https://music.apple.com/us/album/ronalds-dream/1440772612?i=1440772889&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/f5/50/03/f55003ae-8cc8-801b-bb37-37d4cedc04be/mzaf_816586384961861695.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/100x100bb.jpg|11.99|1.29|2013-01-21T12:00:00Z|notExplicit|notExplicit|1|1|19|18|225526|USA|USD|Classical Crossover|True||
34|track|song|7420827|1440772612|1440772712|Ludovico Einaudi|In a Time Lapse|Discovery At Night|In a Time Lapse|Discovery At Night|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/discovery-at-night/1440772612?i=1440772712&uo=4|https://music.apple.com/us/album/discovery-at-night/1440772612?i=1440772712&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/09/20/26/09202655-684e-421a-8b48-36bcf24285d1/mzaf_3635524559880221.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/100x100bb.jpg|11.99|1.29|2013-01-21T12:00:00Z|notExplicit|notExplicit|1|1|19|5|265624|USA|USD|Classical Crossover|True||
35|track|song|7420827|1440772612|1440772879|Ludovico Einaudi|In a Time Lapse|The Dark Bank of Clouds|In a Time Lapse|The Dark Bank of Clouds|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/the-dark-bank-of-clouds/1440772612?i=1440772879&uo=4|https://music.apple.com/us/album/the-dark-bank-of-clouds/1440772612?i=1440772879&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/9f/7d/af/9f7dafd4-3eb0-8522-45bf-50ecabcb8a55/mzaf_14511003383100814359.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/100x100bb.jpg|11.99|1.29|2013-01-21T12:00:00Z|notExplicit|notExplicit|1|1|19|16|191190|USA|USD|Classical Crossover|True||
36|track|song|7420827|1440762051|1440762314|Ludovico Einaudi|Una Mattina|Nuvole Nere|Una Mattina|Nuvole Nere|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/nuvole-nere/1440762051?i=1440762314&uo=4|https://music.apple.com/us/album/nuvole-nere/1440762051?i=1440762314&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ec/00/f1/ec00f180-0ff3-a6cc-e57f-a435fc26c0ba/mzaf_1223045313518736202.plus.aac.p.m4a|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/58/b9/d2/58b9d24a-f0b4-a318-897f-2a8f7c8c592c/source/30x30bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/58/b9/d2/58b9d24a-f0b4-a318-897f-2a8f7c8c592c/source/60x60bb.jpg|https://is3-ssl.mzstatic.com/image/thumb/Music125/v4/58/b9/d2/58b9d24a-f0b4-a318-897f-2a8f7c8c592c/source/100x100bb.jpg|11.99|1.29|2004-09-06T12:00:00Z|notExplicit|notExplicit|1|1|13|10|299827|USA|USD|Classical|True||
37|track|song|7420827|1440772612|1440772872|Ludovico Einaudi|In a Time Lapse|Bever|In a Time Lapse|Bever|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/bever/1440772612?i=1440772872&uo=4|https://music.apple.com/us/album/bever/1440772612?i=1440772872&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/df/6f/be/df6fbead-3f99-cff4-ed3e-634a88999c22/mzaf_10503502775940407224.plus.aac.p.m4a|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/30x30bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/60x60bb.jpg|https://is2-ssl.mzstatic.com/image/thumb/Music115/v4/cd/20/11/cd2011b3-24f4-b5d4-42f2-0ddd72fed21e/source/100x100bb.jpg|11.99|1.29|2013-01-21T12:00:00Z|notExplicit|notExplicit|1|1|19|15|241232|USA|USD|Classical Crossover|True||
38|track|song|7420827|1440749051|1440749359|Ludovico Einaudi|Islands - Essential Einaudi|The Earth Prelude|Islands - Essential Einaudi|The Earth Prelude|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/the-earth-prelude/1440749051?i=1440749359&uo=4|https://music.apple.com/us/album/the-earth-prelude/1440749051?i=1440749359&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d8/2f/d2/d82fd2b4-6cac-25ff-2f73-c5ae61c2e908/mzaf_2707898757785785596.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2006-11-07T12:00:00Z|notExplicit|notExplicit|1|1|27|2|301349|USA|USD|Classical|True||
39|track|song|7420827|1440749051|1440749909|Ludovico Einaudi|Islands - Essential Einaudi|Primavera|Islands - Essential Einaudi|Primavera|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/primavera/1440749051?i=1440749909&uo=4|https://music.apple.com/us/album/primavera/1440749051?i=1440749909&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a7/4f/57/a74f572a-923a-f81a-07f6-3e5a5ce96b7a/mzaf_16717032566852044514.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2006-11-07T12:00:00Z|notExplicit|notExplicit|1|1|27|10|443733|USA|USD|Classical|True||
40|track|song|7420827|1440749051|1440750533|Ludovico Einaudi|Islands - Essential Einaudi|Lady Labyrinth|Islands - Essential Einaudi|Lady Labyrinth (Remix)|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/lady-labyrinth-remix/1440749051?i=1440750533&uo=4|https://music.apple.com/us/album/lady-labyrinth-remix/1440749051?i=1440750533&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9e/15/18/9e151890-a100-7f83-a1ce-34aed5cdf883/mzaf_447343734136785836.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2011-06-27T12:00:00Z|notExplicit|notExplicit|1|1|27|20|336490|USA|USD|Classical|True||
41|track|song|7420827|1440749051|1440749364|Ludovico Einaudi|Islands - Essential Einaudi|Le onde|Islands - Essential Einaudi|Le onde|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/le-onde/1440749051?i=1440749364&uo=4|https://music.apple.com/us/album/le-onde/1440749051?i=1440749364&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/57/eb/b4/57ebb41d-3d41-b8b7-bcb7-0e163415557b/mzaf_6295040080645075164.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2011-06-24T12:00:00Z|notExplicit|notExplicit|1|1|27|3|336132|USA|USD|Classical|True||
42|track|song|7420827|1440749051|1440749074|Ludovico Einaudi|Islands - Essential Einaudi|I giorni|Islands - Essential Einaudi|I giorni|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/i-giorni/1440749051?i=1440749074&uo=4|https://music.apple.com/us/album/i-giorni/1440749051?i=1440749074&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/78/27/0f/78270f29-79be-056d-f3c2-f1060cf9be0d/mzaf_13808951205787273671.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2002-01-01T12:00:00Z|notExplicit|notExplicit|1|1|27|1|410018|USA|USD|Classical|True||
43|track|song|7420827|1440749051|1440750900|Ludovico Einaudi|Islands - Essential Einaudi|Fly|Islands - Essential Einaudi|Fly|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/fly/1440749051?i=1440750900&uo=4|https://music.apple.com/us/album/fly/1440749051?i=1440750900&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b4/e0/e2/b4e0e2be-cec8-420d-8e95-322977cca5be/mzaf_18256078584072333504.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2006-11-07T12:00:00Z|notExplicit|notExplicit|1|1|27|26|278918|USA|USD|Classical|True||
44|track|song|7420827|1440749051|1440750020|Ludovico Einaudi|Islands - Essential Einaudi|Nefeli|Islands - Essential Einaudi|Nefeli|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/nefeli/1440749051?i=1440750020&uo=4|https://music.apple.com/us/album/nefeli/1440749051?i=1440750020&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/43/b1/1b/43b11b6f-dde6-bd0b-5f41-7d82b00c8a0b/mzaf_17644407313243735544.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2011-06-24T12:00:00Z|notExplicit|notExplicit|1|1|27|11|269769|USA|USD|Classical|True||
45|track|song|7420827|1526309133|1526309318|Ludovico Einaudi|Le Onde|Le Onde|Le Onde|Le Onde|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/le-onde/1526309133?i=1526309318&uo=4|https://music.apple.com/us/album/le-onde/1526309133?i=1526309318&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/0f/55/0f/0f550f80-8a1f-8cfb-3521-d59725b6fcbe/mzaf_2973055984995724552.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/c2/b3/20/c2b32015-f84f-15d1-4bc3-689edd801bcf/source/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/c2/b3/20/c2b32015-f84f-15d1-4bc3-689edd801bcf/source/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/c2/b3/20/c2b32015-f84f-15d1-4bc3-689edd801bcf/source/100x100bb.jpg|9.99|1.29|1994-10-01T12:00:00Z|notExplicit|notExplicit|1|1|13|2|324016|USA|USD|Classical|True||
46|track|song|7420827|534823110|534823615|Ludovico Einaudi|The Intouchables (Original Motion Picture Soundtrack)|Una Mattina|The Intouchables (Original Motion Picture Soundtrack)|Una Mattina|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/una-mattina/534823110?i=534823615&uo=4|https://music.apple.com/us/album/una-mattina/534823110?i=534823615&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/a8/40/c0/a840c001-12f2-0542-53fc-13a99c87a3ec/mzaf_1605302388642834557.plus.aac.p.m4a|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/e7/ae/f0/e7aef026-0e9d-f76f-f8d3-d4622fc78f75/source/30x30bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/e7/ae/f0/e7aef026-0e9d-f76f-f8d3-d4622fc78f75/source/60x60bb.jpg|https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/e7/ae/f0/e7aef026-0e9d-f76f-f8d3-d4622fc78f75/source/100x100bb.jpg|10.99|1.29|2011-10-31T12:00:00Z|notExplicit|notExplicit|1|1|11|11|401800|USA|USD|Soundtrack|True|Various Artists|36270.0
47|track|song|7420827|1440749051|1440750108|Ludovico Einaudi|Islands - Essential Einaudi|Questa notte|Islands - Essential Einaudi|Questa notte|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/questa-notte/1440749051?i=1440750108&uo=4|https://music.apple.com/us/album/questa-notte/1440749051?i=1440750108&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/06/ef/87/06ef8785-330f-a53f-67a4-385ee14d3db2/mzaf_3281086683934718710.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2011-06-24T12:00:00Z|notExplicit|notExplicit|1|1|27|12|341194|USA|USD|Classical|True||
48|track|song|7420827|1440749051|1440750893|Ludovico Einaudi|Islands - Essential Einaudi|Indaco|Islands - Essential Einaudi|Indaco|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/indaco/1440749051?i=1440750893&uo=4|https://music.apple.com/us/album/indaco/1440749051?i=1440750893&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fc/26/e5/fc26e550-0d54-8cd5-d5fe-c251b38beaba/mzaf_4824745364980477721.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2009-09-14T12:00:00Z|notExplicit|notExplicit|1|1|27|25|321467|USA|USD|Classical|True||
49|track|song|7420827|1440749051|1440749375|Ludovico Einaudi|Islands - Essential Einaudi|Divenire|Islands - Essential Einaudi|Divenire|https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4|https://music.apple.com/us/album/divenire/1440749051?i=1440749375&uo=4|https://music.apple.com/us/album/divenire/1440749051?i=1440749375&uo=4|https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/26/c2/14/26c214b3-0cac-bcae-aecd-ebda86c58b37/mzaf_7011611975157422208.plus.aac.p.m4a|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/30x30bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/60x60bb.jpg|https://is4-ssl.mzstatic.com/image/thumb/Music125/v4/1c/d6/e8/1cd6e8d5-acd0-89ab-0d51-2839c6f8d6d6/source/100x100bb.jpg|11.99|1.29|2006-11-07T12:00:00Z|notExplicit|notExplicit|1|1|27|5|402156|USA|USD|Classical|True||
